"full_path","source_root","relative_path","name","extension","size_bytes","size_mb","modified_time","sheet_count","approx_rows","approx_columns","encoding","possible_source","probable_content","key_variables_identified","thematic_category","potential_utility","status","compressed_entry_count","compressed_entry_extensions","observations"
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_1Educación, Salud.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_1Educación, Salud.xls","2000_1Educación, Salud.xls",".xls","481280","0.459","2016-08-23T16:18:56",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_2Empleo1.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_2Empleo1.xls","2000_2Empleo1.xls",".xls","183808","0.175","2000-10-12T10:11:18",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_3ingresos_no laborales1.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_3ingresos_no laborales1.xls","2000_3ingresos_no laborales1.xls",".xls","74752","0.071","2000-10-06T10:31:02",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","recibe; especifique","sectoral employment","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_4Agropecuario1.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_4Agropecuario1.xls","2000_4Agropecuario1.xls",".xls","44032","0.042","2000-10-03T14:35:36",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","subproductos","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_5Gastos.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_5Gastos.xls","2000_5Gastos.xls",".xls","129536","0.124","2000-10-05T19:43:52",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2000_6Vivienda1.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2000_6Vivienda1.xls","2000_6Vivienda1.xls",".xls","172032","0.164","2000-10-03T14:35:10",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2001, Cuestionario EH-2001.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2001, Cuestionario EH-2001.pdf","2001, Cuestionario EH-2001.pdf",".pdf","264299","0.252","2002-06-19T10:56:00",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2002, CUESTIONARIO MECOVI 2002_final.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2002, CUESTIONARIO MECOVI 2002_final.pdf","2002, CUESTIONARIO MECOVI 2002_final.pdf",".pdf","302900","0.289","2003-05-30T16:49:14",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2003, cuestionario MECOVI2003-2004.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2003, cuestionario MECOVI2003-2004.pdf","2003, cuestionario MECOVI2003-2004.pdf",".pdf","12904947","12.307","2015-12-11T16:33:49",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2005 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2005 - cuestionario.xls","2005 - cuestionario.xls",".xls","6306304","6.014","2015-11-20T14:46:30",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2005, CUESTIONARIO EH 2005 DEFINITIVO.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2005, CUESTIONARIO EH 2005 DEFINITIVO.xls","2005, CUESTIONARIO EH 2005 DEFINITIVO.xls",".xls","6306304","6.014","2015-11-24T09:28:24",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2006 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2006 - cuestionario.xls","2006 - cuestionario.xls",".xls","6906368","6.586","2015-11-24T09:18:30",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2007 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2007 - cuestionario.xls","2007 - cuestionario.xls",".xls","6554112","6.25","2015-11-24T09:27:52",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2007, Cuestionario_EH2007.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2007, Cuestionario_EH2007.pdf","2007, Cuestionario_EH2007.pdf",".pdf","431697","0.412","2015-12-11T16:01:01",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2008 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2008 - cuestionario.xls","2008 - cuestionario.xls",".xls","7389184","7.047","2016-06-29T10:11:04",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2008, Cuestionario_EH_2008_FIN.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2008, Cuestionario_EH_2008_FIN.xls","2008, Cuestionario_EH_2008_FIN.xls",".xls","7296512","6.958","2015-11-24T09:39:34",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2011 - cuestionario.xlsx","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2011 - cuestionario.xlsx","2011 - cuestionario.xlsx",".xlsx","1241018","1.184","2015-06-18T18:31:20","57","21","15","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2012 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2012 - cuestionario.xls","2012 - cuestionario.xls",".xls","5949952","5.674","2015-11-09T11:48:32",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2012, Cuestionario EH-2012_SAM2012.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2012, Cuestionario EH-2012_SAM2012.xls","2012, Cuestionario EH-2012_SAM2012.xls",".xls","5949952","5.674","2015-11-24T09:33:11",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2013 - cuestionario.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2013 - cuestionario.xls","2013 - cuestionario.xls",".xls","7584256","7.233","2015-09-28T08:43:14",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2013, Cuestionario EH-2013.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2013, Cuestionario EH-2013.xls","2013, Cuestionario EH-2013.xls",".xls","7584256","7.233","2015-11-24T09:50:43",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2014, Cuestionario EH-2014.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2014, Cuestionario EH-2014.pdf","2014, Cuestionario EH-2014.pdf",".pdf","633769","0.604","2014-10-30T16:09:30",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2019, Cuestionario_EH2019.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2019, Cuestionario_EH2019.pdf","2019, Cuestionario_EH2019.pdf",".pdf","1906283","1.818","2024-01-13T06:57:03",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2020, CUESTIONARIO EH2020.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2020, CUESTIONARIO EH2020.pdf","2020, CUESTIONARIO EH2020.pdf",".pdf","1439659","1.373","2024-01-13T07:08:38",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\2021, Cuestionario_EH2021.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\2021, Cuestionario_EH2021.pdf","2021, Cuestionario_EH2021.pdf",".pdf","1830501","1.746","2024-01-13T07:08:45",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\CUESTIONARIO EH 2005 DEFINITIVO - copia.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\CUESTIONARIO EH 2005 DEFINITIVO - copia.xls","CUESTIONARIO EH 2005 DEFINITIVO - copia.xls",".xls","6306304","6.014","2015-11-24T09:28:24",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario EH-2012_SAM2012.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario EH-2012_SAM2012.xls","Cuestionario EH-2012_SAM2012.xls",".xls","5949952","5.674","2015-11-24T09:33:11",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario EH-2013 - copia.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario EH-2013 - copia.xls","Cuestionario EH-2013 - copia.xls",".xls","7584256","7.233","2015-11-24T09:50:43",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario_EH_2008_FIN - copia.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\Cuestionario_EH_2008_FIN - copia.xls","Cuestionario_EH_2008_FIN - copia.xls",".xls","7296512","6.958","2015-11-24T09:39:34",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-106-2024.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-106-2024.pdf","ddi-documentation-spanish-106-2024.pdf",".pdf","548677","0.523","2026-02-07T16:04:51",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-108-2023.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-108-2023.pdf","ddi-documentation-spanish-108-2023.pdf",".pdf","608265","0.58","2026-02-07T16:04:09",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-163-2022.pdf","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\ddi-documentation-spanish-163-2022.pdf","ddi-documentation-spanish-163-2022.pdf",".pdf","601396","0.574","2026-02-07T16:03:49",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\C. Cuestionarios 1989 2022\_2Empleo1.xls","${DATA_PART_II}","52_EHogares_monica\C. Cuestionarios 1989 2022\_2Empleo1.xls","_2Empleo1.xls",".xls","183808","0.175","2000-10-12T04:11:18",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","technology","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-5.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-5.pdf","2-5.pdf",".pdf","835084","0.796","2015-12-11T14:58:39",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-BOL1994.0GOB.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-BOL1994.0GOB.pdf","2-BOL1994.0GOB.pdf",".pdf","633626","0.604","2015-12-11T15:07:41",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-ENCUESTA DE HOGARES ANALISIS 2005.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-ENCUESTA DE HOGARES ANALISIS 2005.pdf","2-ENCUESTA DE HOGARES ANALISIS 2005.pdf",".pdf","2642866","2.52","2015-12-11T16:00:20",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-ine-tran-pc-01-2011(1).pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-ine-tran-pc-01-2011(1).pdf","2-ine-tran-pc-01-2011(1).pdf",".pdf","474156","0.452","2015-12-10T17:40:14",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-Metodologia MECOVI1999.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-Metodologia MECOVI1999.pdf","2-Metodologia MECOVI1999.pdf",".pdf","187231","0.179","2015-12-11T15:40:38",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\2-NP_2014_176.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\2-NP_2014_176.pdf","2-NP_2014_176.pdf",".pdf","369173","0.352","2015-12-11T14:42:24",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Bolivia2003-2004cues.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Bolivia2003-2004cues.pdf","Bolivia2003-2004cues.pdf",".pdf","12904947","12.307","2015-12-11T16:33:49",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-106-2024.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-106-2024.pdf","ddi-documentation-spanish-106-2024.pdf",".pdf","548677","0.523","2026-02-07T16:04:51",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-108-2023.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-108-2023.pdf","ddi-documentation-spanish-108-2023.pdf",".pdf","608265","0.58","2026-02-07T16:04:09",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-163-2022.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\ddi-documentation-spanish-163-2022.pdf","ddi-documentation-spanish-163-2022.pdf",".pdf","601396","0.574","2026-02-07T16:03:49",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 1999.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 1999.pdf","Metadatos EH 1999.pdf",".pdf","582790","0.556","2015-12-11T15:43:20",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2000.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2000.pdf","Metadatos EH 2000.pdf",".pdf","1578575","1.505","2015-12-11T16:14:57",,,,"","local file; source not explicit from name","Likely code dictionary, classifier, metadata, or concordance.","","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2001.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2001.pdf","Metadatos EH 2001.pdf",".pdf","1578501","1.505","2015-12-11T15:53:36",,,,"","local file; source not explicit from name","Likely code dictionary, classifier, metadata, or concordance.","","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2002.html","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2002.html","Metadatos EH 2002.html",".html","1302188","1.242","2015-12-11T16:08:41",,,,"","local file; source not explicit from name","Contains Bolivia-related material; exact content requires review.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2005.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2005.pdf","Metadatos EH 2005.pdf",".pdf","2609005","2.488","2015-12-11T16:00:05",,,,"","local file; source not explicit from name","Likely code dictionary, classifier, metadata, or concordance.","","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2006.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2006.pdf","Metadatos EH 2006.pdf",".pdf","3418879","3.26","2015-12-11T16:00:29",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2007.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2007.pdf","Metadatos EH 2007.pdf",".pdf","2548355","2.43","2015-12-11T16:02:38",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2008.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2008.pdf","Metadatos EH 2008.pdf",".pdf","2647860","2.525","2015-12-11T16:05:08",,,,"","local file; source not explicit from name","Likely code dictionary, classifier, metadata, or concordance.","","dictionaries and metadata","medium: candidate for harmonization and labels","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2009.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2009.pdf","Metadatos EH 2009.pdf",".pdf","3411780","3.254","2015-12-11T16:08:08",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2011.pdf","${DATA_PART_II}","52_EHogares_monica\D. Metadatos 1990 2013\Metadatos EH 2011.pdf","Metadatos EH 2011.pdf",".pdf","854651","0.815","2015-12-11T16:04:10",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","documentation, code, or existing output; not primary analytical data","possibly useful","","",""
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\Analisis ocupados por actividad_14.xlsx","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\Analisis ocupados por actividad_14.xlsx","Analisis ocupados por actividad_14.xlsx",".xlsx","36136","0.034","2020-04-25T10:55:12","4","71","19","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\Análisis datos pseudo panel 2.xlsx","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\Análisis datos pseudo panel 2.xlsx","Análisis datos pseudo panel 2.xlsx",".xlsx","34991","0.033","2015-12-01T21:45:54","14","16","5","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\Análisis datos pseudo panel.xlsx","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\Análisis datos pseudo panel.xlsx","Análisis datos pseudo panel.xlsx",".xlsx","26226","0.025","2015-12-01T10:23:10","13","16","5","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\Eh2012_merge-2.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\Eh2012_merge-2.dta","Eh2012_merge-2.dta",".dta","334742773","319.236","2015-11-19T12:07:40",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\EH2017_Persona.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\EH2017_Persona.dta","EH2017_Persona.dta",".dta","61440","0.059","2024-01-13T07:56:05",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\EH2018_Persona.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\EH2018_Persona.dta","EH2018_Persona.dta",".dta","292639762","279.083","2019-09-26T19:09:09",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\ehog - m2014 - folio.xlsx","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\ehog - m2014 - folio.xlsx","ehog - m2014 - folio.xlsx",".xlsx","1320124","1.259","2016-06-24T19:07:40","2","36620","5","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\ehog - tratamiento folio m2014.xlsx","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\ehog - tratamiento folio m2014.xlsx","ehog - tratamiento folio m2014.xlsx",".xlsx","2387578","2.277","2016-06-25T12:31:57","1","36623","9","","local file; source not explicit from name","Content inferred from file name and sampled fields only.","","other","unclear until manual review","pending","","","Workbook metadata read from XLSX zip structure; no cell values loaded."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\m2011.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\m2011.dta","m2011.dta",".dta","117949889","112.486","2016-07-22T16:17:23",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
"${DATA_PART_II}\52_EHogares_monica\E. Analisis varios\m2012.dta","${DATA_PART_II}","52_EHogares_monica\E. Analisis varios\m2012.dta","m2012.dta",".dta","164278176","156.668","2016-11-30T07:45:08",,,,"","local file; source not explicit from name","Content inferred from file name and sampled fields only.","timestamp","other","unclear until manual review","pending","","","Binary/statistical format inventoried from printable metadata sample only."
